,Player,Pos,Age,Tm,G,MP,GS,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,Fast.Break.Pts,Points.In.Paint,Points.off.TO,X2nd.Chance.PTS,Points.scored.per.shot,MPG,A2TO
455,Terry Rozier,PG,23,BOS,80,2068,16,5.5,13.9,0.395,2.7,7,0.381,2.8,6.9,0.41,2,2.6,0.772,1.1,5.4,6.5,4,1.4,0.3,1.4,2.1,15.7,15.1,0.52,0.503,0.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.8,1,1.8,2,1.72,2.79,1.91,1.18,1.141,25.85,2.857142857
456,Thabo Sefolosha,SF,33,UTA,38,806,6,5.3,10.7,0.492,1.4,3.8,0.381,3.8,7,0.551,2,2.4,0.815,1.3,5.9,7.2,1.5,2.3,0.5,1.3,2.6,13.9,15.8,0.591,0.35,0.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1,1.6,2.6,0.156,-0.3,2.3,1.9,0.8,1.34,3.79,2.13,0.58,1.3,21.21052632,1.153846154
457,Thaddeus Young,PF,29,IND,81,2607,81,5.8,11.9,0.487,0.8,2.5,0.32,5,9.4,0.531,0.8,1.3,0.598,2.5,4.5,7.1,2.1,1.9,0.5,1.4,2.4,13.2,14.8,0.528,0.209,0.106,8,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,0.1,1.4,1.5,2.3,1.36,7.42,2.28,1.94,1.1,32.18518519,1.5
458,Thomas Bryant,C,20,LAL,15,72,0,4,10.5,0.381,0.5,5,0.1,3.5,5.5,0.636,2.5,4.5,0.556,1.5,7,8.5,3,0.5,1,1,3,11,9.9,0.441,0.476,0.429,4.5,20.6,12.6,11.5,0.7,2.3,7.4,15.9,0,0.1,0.1,0.05,-3.8,-0.4,-4.2,0,0,0.2,0.6,0.2,1.222,4.8,3
459,Thon Maker,C,20,MIL,74,1238,12,3.8,9.2,0.411,0.9,3,0.298,2.9,6.2,0.467,1.9,2.7,0.699,2.2,4.4,6.5,1.3,1.1,1.5,1.3,4.7,10.4,10.2,0.499,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,0.056,-2.7,0,-2.7,-0.2,0.17,1.76,0.97,0.65,1.134,16.72972973,1
460,Tim Frazier,PG,27,WAS,59,838,11,2.9,7.4,0.395,0.7,2.4,0.304,2.2,5,0.44,1,1.3,0.767,0.8,4.2,4.9,8.3,2,0.3,2.4,4.2,7.6,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1,1.4,0.08,-2.4,0.3,-2.1,0,0.4,1.12,0.63,0.27,1.051,14.20338983,3.458333333
461,Tim Hardaway,SG,25,NYK,57,1885,54,6.9,16.3,0.421,2.5,7.8,0.317,4.4,8.5,0.516,2.8,3.4,0.816,0.6,3.7,4.3,3,1.2,0.2,1.8,2.3,19,14.4,0.533,0.479,0.209,1.9,11.3,6.6,12.7,1.6,0.5,9,23.8,1.6,1.1,2.6,0.067,1.7,-1.8,-0.1,0.9,2.3,5.91,3.15,1.79,1.15,33.07017544,1.666666667
462,Timofey Mozgov,C,31,BRK,31,359,13,5.2,9.3,0.559,0.4,1.8,0.222,4.8,7.5,0.64,2.3,3,0.767,3.2,6.6,9.8,1.1,0.5,1.3,3.3,3.9,13.1,12.3,0.617,0.194,0.323,9.4,19.7,14.5,4.8,0.7,2.7,23.7,16.8,0.1,0.3,0.4,0.055,-3.8,-0.3,-4.1,-0.2,0.18,2.86,0.36,0.86,1.329,11.58064516,0.333333333
463,Timothe Luwawu-Cabarrot,SF,22,PHI,52,807,7,4.5,11.9,0.375,2.4,7,0.335,2.1,4.9,0.431,2.1,2.6,0.793,0.6,2.6,3.2,2.4,0.5,0.2,1.7,4.3,13.3,7,0.511,0.592,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,0.046,-2.3,-2.4,-4.7,-0.5,0.79,1.65,0.73,0.46,1.12,15.51923077,1.411764706
464,TJ Leaf,PF,20,IND,53,459,0,5,10.7,0.471,1.4,3.3,0.429,3.6,7.4,0.489,0.8,1.3,0.625,2.3,4.2,6.4,0.7,0.4,0.3,0.8,3.5,12.2,10.7,0.545,0.309,0.118,7.2,13,10.1,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.082,-1.9,-2.9,-4.8,-0.3,0.27,1.33,0.5,0.54,1.137,8.660377358,0.875
465,TJ McConnell,PG,25,PHI,76,1706,1,4.4,8.9,0.499,0.6,1.3,0.435,3.9,7.6,0.51,0.7,0.8,0.795,0.8,4,4.8,6.4,1.9,0.3,2.4,2.6,10.1,12.5,0.545,0.147,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,0.108,-1.8,1.1,-0.7,0.5,0.7,3.74,0.87,0.62,1.14,22.44736842,2.666666667
466,TJ Warren,SF,24,PHO,65,2142,65,8.9,17.9,0.498,0.3,1.5,0.222,8.6,16.4,0.523,3.2,4.3,0.757,2.1,3.5,5.6,1.4,1.1,0.7,1.4,2.5,21.4,17.6,0.541,0.085,0.24,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,-0.1,-1.7,-1.9,0.1,4.73,12,3.52,2.75,1.2,32.95384615,1
467,Tobias Harris,PF,25,TOT,80,2668,80,7.6,16.5,0.46,2.5,6,0.411,5.1,10.5,0.488,2.4,2.9,0.829,0.8,5.1,5.9,2.6,1,0.5,1.4,2.2,20.1,17.1,0.565,0.364,0.177,2.4,15.7,9,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.12,1.5,-0.8,0.7,1.8,1.82,7.11,2.95,1.32,1.235,33.35,1.857142857
468,Tomas Satoransky,SG,26,WAS,73,1643,30,4.4,8.4,0.523,1,2.2,0.465,3.4,6.2,0.544,1.6,2.1,0.781,1.6,3.5,5.1,6.3,1.1,0.3,1.8,2.9,11.5,15.4,0.615,0.263,0.25,5,11.1,8,24.8,1.6,0.8,16.3,13.7,3.7,1.3,5,0.145,1.3,-0.2,1.1,1.3,1,3.13,1.13,0.87,1.416,22.50684932,3.5
469,Tony Allen,SF,36,NOP,22,273,0,5.8,12,0.484,0.5,1.6,0.333,5.3,10.4,0.506,1.5,2.8,0.524,2.6,3.6,6.2,1.2,1.5,0.4,2.5,6.5,13.6,8.7,0.514,0.132,0.231,8.2,10.4,9.3,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,0.017,-4,-1.3,-5.2,-0.2,1.15,3.8,1,0.9,1.179,12.40909091,0.48
470,Tony Bradley,C,20,UTA,9,29,0,3.7,13.7,0.273,0,1.2,0,3.7,12.4,0.3,2.5,2.5,1,5,8.7,13.7,1.2,0,0,0,1.2,9.9,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5,0,0,0,18.4,0,0,0,0.033,-6.6,-3,-9.6,-0.1,0,0.67,0,0.44,0.727,3.222222222,Inf
471,Tony Parker,PG,35,SAS,55,1071,21,6,13,0.459,0.3,1.2,0.27,5.6,11.8,0.479,1.8,2.6,0.705,0.2,3,3.2,6.6,0.9,0,2.3,1.7,14.2,12.7,0.498,0.095,0.201,0.7,9.2,4.9,28.2,1.3,0.1,13.9,20.5,0.4,1.1,1.4,0.065,-2.4,-1.7,-4.1,-0.6,1.24,5,1.24,0.24,1.117,19.47272727,2.869565217
472,Tony Snell,SG,26,MIL,75,2053,59,3.2,7.5,0.435,1.9,4.7,0.403,1.4,2.8,0.49,0.7,0.8,0.792,0.2,2.3,2.5,1.7,0.8,0.5,0.6,2,9,8.5,0.578,0.631,0.113,0.5,7.5,4,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,0.056,-0.5,-1.3,-1.8,0.1,1.02,1.64,1.36,0.66,1.237,27.37333333,2.833333333
473,Torrey Craig,SF,27,DEN,39,629,5,3.5,7.8,0.453,1,3.3,0.293,2.6,4.5,0.57,1.3,2,0.629,2.3,5,7.3,1.4,0.7,0.9,1.1,3.6,9.3,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2,11.6,11.9,0.5,0.4,0.9,0.069,-1.7,-0.8,-2.5,-0.1,0.35,2.08,0.35,1,1.22,16.12820513,1.272727273
474,Travis Wear,SF,27,LAL,17,228,0,3.9,11.4,0.347,2.7,7.4,0.362,1.3,3.9,0.32,1.3,1.3,1,0,6,6,1.1,0.6,0.8,0.9,4.7,11.8,6.9,0.497,0.653,0.111,0,17.6,8.9,4.2,0.8,1.8,7.4,15.2,0,0.2,0.2,0.042,-3.7,-1.3,-5.1,-0.2,0.29,0.29,0.71,0,1.033,13.41176471,1.222222222
475,Treveon Graham,SG,24,CHO,63,1050,2,3.3,7.6,0.434,1.4,3.3,0.412,1.9,4.3,0.452,1.4,2,0.695,1.4,2.7,4.1,2,1.1,0.1,0.9,3.7,9.4,9,0.553,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,0.08,-0.6,-0.3,-0.9,0.3,0.64,1.54,1,0.59,1.246,16.66666667,2.222222222
476,Trevor Ariza,SF,32,HOU,67,2269,67,4.3,10.3,0.412,2.7,7.3,0.368,1.6,3,0.519,1.2,1.4,0.854,0.5,4.1,4.7,1.7,1.6,0.2,0.8,2.1,12.4,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,2.6,2.8,5.3,0.113,0.8,0.7,1.5,2,2.91,2.87,2.51,1.02,1.235,33.86567164,2.125
477,Trevor Booker,PF,30,TOT,68,1158,7,5.5,10.7,0.516,0.2,1,0.242,5.3,9.6,0.545,2.1,2.9,0.71,3.6,6.2,9.9,2.5,0.9,0.7,1.8,3.7,13.3,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-1,0.5,-0.5,0.4,0.79,4.61,1.07,1.54,1.254,17.02941176,1.388888889
478,Trey Burke,PG,25,NYK,36,785,9,8.9,17.6,0.503,1.7,4.8,0.362,7.1,12.8,0.556,1.7,2.6,0.649,0.6,2.7,3.3,7.8,1.1,0.2,2,2,21.1,21,0.563,0.273,0.148,1.8,8.2,5,36.4,1.5,0.4,9.5,25.1,2,0.3,2.4,0.145,4.2,-3.2,1,0.6,0.7,2.43,1.52,0.52,1.207,21.80555556,3.9
479,Trey Lyles,PF,22,DEN,73,1391,2,7,14.2,0.491,2.1,5.6,0.381,4.8,8.6,0.563,2.6,3.7,0.706,1.4,7.6,9,2.4,0.8,0.9,1.6,2.9,18.7,17.9,0.591,0.396,0.26,4.5,23.5,14,10.1,1.1,2,9,21.1,2.7,1.2,3.9,0.134,0.6,-1.4,-0.8,0.4,0.62,4.7,1.54,1.17,1.322,19.05479452,1.5
480,Trey McKinney-Jones,SG,27,IND,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.001,-5.8,-0.1,-5.9,0,0,0,0,0,0,1,NA
481,Tristan Thompson,C,26,CLE,53,1072,22,4.4,7.9,0.562,0,0,NA,4.4,7.9,0.562,1.4,2.7,0.544,4.2,7.6,11.8,1.1,0.5,0.6,1.2,3.4,10.3,13.6,0.569,0,0.336,13.4,23.3,18.4,4.3,0.7,1.3,11.8,12.6,1.8,0.7,2.5,0.113,-1.6,-0.9,-2.5,-0.1,0.74,5.29,0.55,1.5,1.354,20.22641509,0.916666667
482,Troy Daniels,SG,26,PHO,79,1622,15,5.1,12.8,0.403,4.1,10.2,0.4,1.1,2.6,0.419,1.2,1.4,0.875,0.3,2.6,2.8,1.1,0.6,0.1,1.2,3,15.6,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0,1.4,0.042,0.7,-3.6,-2.9,-0.4,0.74,0.52,0.9,0.8,1.214,20.53164557,0.916666667
483,Troy Williams,SF,23,TOT,21,307,1,6,12.8,0.468,1.3,4.5,0.289,4.7,8.3,0.563,2.3,3.5,0.667,2.6,4.8,7.4,1.9,2.3,0.5,2.2,4,15.6,15.1,0.544,0.349,0.275,8,14.8,11.4,7.7,3.2,1.1,13.5,20.1,0.2,0.4,0.5,0.085,-0.1,0.2,0,0.2,1.23,3.54,1.46,0.77,1.222,14.61904762,0.863636364
484,Tyler Cavanaugh,PF,23,ATL,39,518,1,4.7,10.6,0.441,2.2,6.2,0.36,2.4,4.4,0.556,1.2,1.5,0.81,3.1,5.7,8.8,1.9,0.6,0.3,1,4.2,12.7,13,0.567,0.586,0.138,9.7,17.7,13.7,7.8,0.8,0.7,8,14.8,0.9,0.3,1.2,0.109,0.5,-1.5,-1,0.1,0.22,1.56,0.38,0.84,1.315,13.28205128,1.9
485,Tyler Dorsey,SG,21,ATL,56,974,5,5.3,14.1,0.377,2.7,7.4,0.362,2.7,6.8,0.393,1.7,2.3,0.714,0.6,4.2,4.8,2.9,0.6,0.2,1.4,2.3,15,10,0.494,0.521,0.165,2,12.9,7.4,12.5,0.9,0.4,8.3,20,0,0.4,0.4,0.02,-1.8,-2.5,-4.2,-0.5,0.77,1.4,0.81,0.37,0.996,17.39285714,2.071428571
486,Tyler Ennis,PG,23,LAL,54,683,11,5,11.8,0.42,0.7,3,0.25,4.2,8.9,0.476,1.2,1.5,0.759,1,4,5,5.5,1.6,0.5,2,4,11.8,11.1,0.473,0.25,0.129,3,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.058,-2.8,-0.1,-2.9,-0.1,0.44,1.95,0.51,0.12,0.963,12.64814815,2.75
487,Tyler Johnson,PG,25,MIA,72,2052,39,5.4,12.5,0.435,2.1,5.7,0.367,3.3,6.8,0.491,1.9,2.3,0.822,0.6,3.8,4.4,2.9,1.1,0.6,1.4,2.6,14.8,13,0.549,0.456,0.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.097,-0.1,-0.1,-0.2,0.9,1.39,3.8,2.05,0.75,1.197,28.5,2.071428571
488,Tyler Lydon,PF,21,DEN,1,2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.014,-5.7,-0.8,-6.5,0,0,0,0,0,0,2,NA
489,Tyler Ulis,PG,22,PHO,71,1658,43,4.6,12,0.388,0.9,3.2,0.288,3.7,8.8,0.425,1.8,2.2,0.832,0.5,2.3,2.8,6.8,1.5,0.2,2.8,2.6,12,10.1,0.465,0.265,0.183,1.5,6.8,4.1,28,2,0.3,17.6,18.5,-0.7,0.5,-0.2,-0.006,-2.8,-2.4,-5.2,-1.3,0.66,2.34,0.83,0.44,0.957,23.35211268,2.428571429
490,Tyler Zeller,C,28,TOT,66,1109,34,6.1,10.8,0.56,0.3,0.9,0.357,5.7,9.9,0.578,1.9,2.6,0.722,3.6,6.3,9.9,1.5,0.5,1.1,1.5,4.1,14.3,16,0.598,0.084,0.237,11,19.4,15.2,6.7,0.7,2.5,11.3,16.4,2,0.9,2.9,0.126,-1.1,-0.5,-1.6,0.1,0.38,5.13,0.75,1.35,1.302,16.8030303,1
491,Tyreke Evans,PG,28,MEM,52,1607,32,8.2,18.1,0.452,2.6,6.4,0.399,5.6,11.7,0.482,3.7,4.7,0.785,1,5,5.9,6,1.3,0.4,2.6,2.2,22.6,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1,11.5,28.4,3.1,1.2,4.2,0.126,4.4,-0.8,3.6,2.3,3.2,8.4,3,1.2,1.25,30.90384615,2.307692308
492,Tyrone Wallace,PG,23,LAC,30,851,19,4.7,10.4,0.445,0.4,1.7,0.25,4.2,8.8,0.483,2.6,3.3,0.782,0.9,3.6,4.4,3,1.1,0.5,1.9,3.5,12.3,10.1,0.517,0.162,0.316,2.7,10.7,6.8,11.8,1.5,1.3,14.1,16.6,0.2,0.5,0.7,0.042,-2.1,0.2,-2,0,2.67,6.29,1.95,0.9,1.269,28.36666667,1.578947368
493,Tyson Chandler,C,35,PHO,46,1151,46,3.8,5.8,0.647,0,0,NA,3.8,5.8,0.647,1.8,2.9,0.624,4.2,8.9,13.1,1.7,0.5,0.8,1.8,3.3,9.4,14.2,0.658,0,0.497,12.2,26.8,19.4,6.6,0.7,1.9,20.5,10.6,1.9,0.8,2.7,0.111,-1.3,1,-0.3,0.5,0.67,5.22,0.72,2.35,1.604,25.02173913,0.944444444
494,Tyus Jones,PG,21,MIN,82,1467,11,3.7,8,0.457,1.1,3.2,0.349,2.6,4.9,0.528,1.7,2,0.877,0.4,2.8,3.2,5.7,2.3,0.1,1.4,2.7,10.2,14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14,12.7,2.3,1.2,3.6,0.117,0.8,-0.3,0.5,0.9,1.14,2.2,1.14,0.17,1.266,17.8902439,4.071428571
495,Udonis Haslem,C,37,MIA,14,72,0,1.5,7.5,0.2,0.5,4,0.125,1,3.5,0.286,0.5,1,0.5,1.5,3.5,5,2.5,0,1,1,1.5,4,1.8,0.252,0.533,0.133,4.7,10.9,7.8,9.2,0,2.4,11.2,11.1,-0.1,0.1,-0.1,-0.059,-7.1,-0.4,-7.5,-0.1,0,0.33,0.25,0,0.583,5.142857143,2.5
496,Vander Blue,SG,25,LAL,5,45,0,0.8,4,0.2,0,1.6,0,0.8,2.4,0.333,0.8,1.6,0.5,0,0.8,0.8,2.4,0.8,0,2.4,1.6,2.4,-1.8,0.255,0.4,0.4,0,2.3,1.2,8.2,1.1,0,33.8,8.4,-0.1,0,-0.1,-0.103,-8.7,-1.3,-10,-0.1,0,0.4,0.4,0,0.6,9,1
497,Victor Oladipo,SG,25,IND,75,2552,75,9,18.9,0.477,2.3,6.1,0.371,6.8,12.8,0.528,4.1,5.2,0.799,0.7,4.8,5.5,4.6,2.5,0.8,3.1,2.5,24.5,23.1,0.577,0.323,0.274,2.1,15.1,8.6,21.2,3.5,2,12.7,30.1,4.3,4,8.3,0.155,3.6,1.3,4.9,4.5,4.7,8.73,4.75,1.51,1.282,34.02666667,1.483870968
498,Vince Carter,SF,41,SAC,58,1026,5,4,9.9,0.403,2,5.8,0.345,2,4.1,0.483,1,1.3,0.757,0.6,4.6,5.2,2.4,1.5,0.9,1.3,3.4,11,10.8,0.523,0.583,0.131,1.9,15.1,8.2,9.7,2.1,2.4,10.7,14.7,0.3,0.9,1.2,0.056,-1.5,0.4,-1.1,0.2,0.47,1.19,0.89,0.4,1.099,17.68965517,1.846153846
499,Vincent Hunter,PF,23,MEM,4,7,0,15.4,25.7,0.6,0,0,NA,15.4,25.7,0.6,0,0,NA,10.3,5.1,15.4,0,0,5.1,5.1,0,30.9,35.8,0.6,0,0,32.3,16.9,24.8,0,0,13.4,16.7,38.5,0,0,0,0.097,-3.1,-5.9,-9,0,0,1,0,0.5,1.2,1.75,0
500,Wade Baldwin,PG,21,POR,7,80,0,6.3,9.5,0.667,1.8,2.3,0.8,4.5,7.2,0.625,2.7,4.5,0.6,0.5,3.2,3.6,2.3,0.9,0.5,1.8,5.4,17.1,16.6,0.748,0.238,0.476,1.4,9.5,5.5,9.8,1.2,1,13.6,16.1,0.2,0.1,0.3,0.187,1.1,-1.1,0,0,0,0,0,0,0,11.42857143,1.277777778
501,Walter Lemon,PG,25,NOP,5,35,0,7.2,16.5,0.438,1,1,1,6.2,15.4,0.4,2.1,3.1,0.667,0,2.1,2.1,5.1,0,1,4.1,5.1,17.5,6.9,0.491,0.063,0.188,0,6,3.1,21.1,0,2.3,18.8,26.4,-0.1,0,-0.1,-0.071,-7.5,-4.2,-11.7,-0.1,0.8,2.4,0.4,0,1.063,7,1.243902439
502,Wayne Ellington,SG,30,MIA,77,2041,2,5,12.3,0.407,4,10.2,0.392,1,2.1,0.479,1.2,1.4,0.859,0.4,3.4,3.8,1.4,0.9,0.1,0.9,1.7,15.2,12.5,0.588,0.827,0.111,1.3,10.7,6,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.8,-1.8,0,1,0.94,0.94,1.58,0.69,1.227,26.50649351,1.555555556
503,Wayne Selden,SG,23,MEM,35,692,9,6,14,0.431,2.5,6.3,0.402,3.5,7.6,0.456,2.3,3.1,0.746,0.8,2.1,2.9,3.4,0.9,0.3,2.8,3.1,16.9,11.8,0.551,0.454,0.219,2.6,6.8,4.7,16,1.3,0.7,15.5,22.6,0.1,0.2,0.3,0.023,-0.7,-3.3,-4,-0.4,1.38,2.15,1.19,0.58,1.11,19.77142857,1.214285714
504,Wes Iwundu,SF,23,ORL,62,1020,12,3.3,7.7,0.427,0.3,1.6,0.196,3,6.1,0.488,1.2,1.7,0.723,1.3,3.6,4.8,2,1.2,0.4,1.1,2.9,8.1,7.8,0.48,0.211,0.216,3.9,11,7.4,7.8,1.6,0.9,11.2,11.6,0,0.7,0.7,0.032,-3.7,0.2,-3.5,-0.4,0.69,2,0.61,0.45,1.083,16.4516129,1.818181818
505,Wesley Johnson,SF,30,LAC,74,1486,40,3.6,8.9,0.408,1.5,4.3,0.339,2.2,4.6,0.471,1,1.4,0.741,0.7,4.5,5.2,1.5,1.8,1.5,1.3,3.5,9.8,9.8,0.512,0.481,0.158,2.2,13.6,8,5.6,2.5,3.5,12.3,13,-0.1,1.7,1.7,0.055,-2,2.3,0.3,0.9,0.74,1.25,0.93,0.66,1.082,20.08108108,1.153846154
506,Wesley Matthews,SF,31,DAL,63,2131,62,4.8,11.8,0.406,2.6,6.8,0.381,2.2,5,0.441,1.4,1.7,0.822,0.5,2.9,3.3,2.9,1.3,0.3,1.4,2.4,13.5,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.059,0.2,-0.2,0.1,1.1,1.29,2.86,1.67,1.05,1.151,33.82539683,2.071428571
507,Will Barton,SG,27,DEN,81,2683,40,6.2,13.8,0.452,2.1,5.7,0.37,4.1,8.1,0.51,2.4,3,0.805,0.9,4.5,5.5,4.4,1.1,0.7,2,2.3,17,16.2,0.562,0.411,0.22,3,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.6,1,2,3.34,6.85,2.74,1.47,1.215,33.12345679,2.2
508,Willie Cauley-Stein,C,24,SAC,73,2044,58,6.8,13.6,0.502,0.1,0.2,0.25,6.8,13.4,0.506,2.7,4.4,0.619,2.3,6.7,9,3,1.4,1.2,1.9,3.3,16.4,17.6,0.529,0.016,0.32,7,22,14.2,13.7,1.9,3.1,11,21.8,1.7,2.2,3.9,0.092,-1.3,1.7,0.4,1.2,1.13,8.6,1.87,1.58,1.188,28,1.578947368
509,Willie Reed,C,27,TOT,42,428,5,6.8,10.2,0.669,0.1,0.2,0.5,6.7,10,0.672,2.7,4.6,0.582,2.9,7.2,10.2,0.8,0.8,1.9,1.6,4.7,16.4,19.2,0.671,0.017,0.455,9.1,21.8,15.5,3.6,1,4.3,11.6,16.6,1,0.5,1.5,0.172,-0.8,-0.1,-0.9,0.1,0.19,3.57,0.71,1,1.612,10.19047619,0.5
510,Willy Hernangomez,C,23,TOT,48,495,1,6.6,11.9,0.555,0.4,0.9,0.417,6.3,11.1,0.566,4.3,6.5,0.656,4.4,8.9,13.3,2.4,1.3,1.2,2.5,4.7,17.9,21.2,0.604,0.073,0.549,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21,1.1,0.7,1.8,0.174,0.1,0.8,0.9,0.4,0.11,2.8,0.54,0.63,1.298,10.3125,0.96
511,Wilson Chandler,SF,30,DEN,74,2346,71,4.3,9.7,0.445,1.4,3.8,0.358,3,5.9,0.501,1.4,1.7,0.772,1.6,4.5,6.1,2.4,0.7,0.6,1.4,2.4,11.3,11,0.542,0.39,0.181,4.9,14.1,9.6,9.5,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-0.5,-0.4,-0.9,0.6,1.18,4.71,1.74,1.29,1.164,31.7027027,1.714285714
512,Xavier Munford,SG,25,MIL,6,21,0,1.7,10.3,0.167,0,3.4,0,1.7,6.9,0.25,1.7,3.4,0.5,1.7,0,1.7,6.9,1.7,0,3.4,6.9,5.1,-2.1,0.218,0.333,0.333,5.6,0,2.8,24.6,2.4,0,22.5,19.1,-0.1,0,-0.1,-0.197,-9.4,-4.4,-13.7,-0.1,0,0,0.17,0,0.5,3.5,2.029411765
513,Xavier Rathan-Mayes,SG,23,MEM,5,118,0,3.7,12.8,0.286,0.3,4.3,0.071,3.4,8.5,0.393,1.2,2.7,0.444,0,1.5,1.5,5.5,1.8,0.9,3.4,5.5,8.8,0.9,0.315,0.333,0.214,0,5,2.5,23,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-0.171,-8.7,-2,-10.7,-0.3,0.8,2.4,0.2,0,0.69,23.6,1.617647059
514,Yogi Ferrell,SG,24,DAL,82,2282,21,4.9,11.5,0.426,2.1,5.7,0.373,2.8,5.9,0.477,1.3,1.6,0.796,0.4,3.5,3.9,3.2,1,0.1,1.2,2.4,13.2,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17,1.5,1.5,3,0.064,-0.4,-0.6,-1,0.6,1.22,2.21,1.71,1.15,1.179,27.82926829,2.666666667
515,Zach Collins,C,20,POR,66,1045,1,4,10,0.398,1.2,3.9,0.31,2.8,6.1,0.455,0.9,1.4,0.643,1.6,6.1,7.6,1.8,0.6,1.1,2,4.6,10.1,7.5,0.475,0.391,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.1,0.9,-3.2,-0.3,0.08,1.88,0.44,0.6,1.037,15.83333333,0.9
516,Zach LaVine,SG,22,CHI,24,656,24,7.5,19.5,0.383,2.3,6.8,0.341,5.2,12.7,0.405,4.8,5.9,0.813,0.5,4.7,5.2,4,1.3,0.2,2.4,3,22,14.6,0.499,0.346,0.301,1.4,14.4,7.7,18.6,1.8,0.5,9.7,29.5,-0.1,0.5,0.3,0.025,-0.6,-2,-2.7,-0.1,2.5,6.33,2.5,1.5,1.13,27.33333333,1.666666667
517,Zach Randolph,PF,36,SAC,59,1508,57,8.6,18.2,0.473,1.2,3.5,0.347,7.4,14.7,0.503,2,2.6,0.785,2.3,7.2,9.5,3,1,0.2,2.8,2.8,20.5,17.3,0.529,0.193,0.14,7,23.7,15,14.9,1.4,0.6,12.5,27.6,0.3,1.2,1.5,0.048,-0.6,-1.2,-1.8,0.1,0.39,7.82,1.6,2.61,1.134,25.55932203,1.071428571
518,Zaza Pachulia,C,33,GSW,69,972,57,5.5,9.8,0.564,0,0,0,5.5,9.7,0.567,2.8,3.4,0.806,3.3,8.6,11.9,4,1.4,0.6,2.7,4.5,13.8,17,0.612,0.004,0.352,11,25,18.5,15.2,1.9,1.4,19.1,17,1.8,1.4,3.3,0.161,-0.5,1.3,0.8,0.7,0.78,4.25,0.51,0.78,1.519,14.08695652,1.481481481
